Pathway	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361]	61604.58	63025.96	73940.97	74536.16	75374.64000000001	72130.15	42523.399999999994	52239.93	60909.969999999994	50358.09	57214.2	56404.68000000001	64981.960000000014	72444.84999999999	62963.33	72281.45999999999	77454.08	63098.740000000005
Choline metabolism in cancer [PATH:ko05231]	8924.199999999999	7094.83	10781.23	9930.93	12667.65	10645.22	6552.73	8005.13	9396.92	7563.48	8216.570000000003	8557.49	10185.32	12069.54	9507.58	9456.549999999996	10890.84	9863.340000000004
Chromosome and associated proteins [BR:ko03036]	697664.8400000001	696859.4199999998	828879.0900000002	825742.1600000003	865834.9000000001	829394.78	549932.52	656660.93	744584.41	596347.0100000004	650717.0000000002	689775.2399999999	798070.0899999997	889450.5400000002	773237.4799999997	798726.6799999999	833436.65	768899.1999999998
Chronic myeloid leukemia [PATH:ko05220]	0.0	0.0	0.0	0.0	0.0	0.0	12.0	13.0	9.33	0.0	0.0	9.0	0.0	0.0	13.67	8.33	16.0	0.0
Circadian entrainment [PATH:ko04713]	50.0	49.0	0.0	14.0	0.0	82.0	78.0	64.0	42.0	34.0	56.0	70.0	39.0	13.0	30.0	14.0	103.0	19.0
Circadian rhythm - plant [PATH:ko04712]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	9.0	0.0	0.0	12.0	6.0	0.0	0.0
Citrate cycle (TCA cycle) [PATH:ko00020]	386251.0400000001	429654.2	476065.4599999999	459314.27	446213.63	447670.9799999999	306630.59999999986	392917.44999999995	442455.7700000001	340573.32	368496.4400000001	383268.3100000001	471160.33	502439.86999999994	448893.53	474608.22999999986	482235.67999999993	446245.1600000001
Cocaine addiction [PATH:ko05030]	7301.5	8983.33	8941.02	9016.970000000001	7393.18	7457.969999999998	5049.87	6945.6	7564.71	6233.33	6692.15	6975.77	8428.08	7586.0	7469.92	8993.470000000001	9094.43	7860.13
Cofactor metabolism	41127.53	34154.66	45949.03999999999	47036.00000000001	54771.19	49638.96000000001	29198.92	31433.13	34547.740000000005	30101.300000000003	35831.12000000001	37944.74	38477.82	46825.88	39136.41	40630.729999999996	44655.86	39715.130000000005
Colorectal cancer [PATH:ko05210]	24425.37	19413.5	28174.12	27439.19	33200.07	29352.85	14695.67	17756.5	19730.620000000006	16793.73	19565.1	18872.67	22071.15	27324.51	22186.99	23139.74	24243.750000000004	22736.160000000003
Coronavirus disease - COVID-19 [PATH:ko05171]	1766.25	1481.83	1877.83	1771.42	1750.0	2402.25	1159.17	1199.5	1370.42	1310.75	1382.25	1515.17	1347.0	1352.5	1498.84	1788.0	1456.67	1574.4199999999994
Cushing syndrome [PATH:ko04934]	15163.95	16172.16	18557.95	17914.4	18003.28	17715.42	12603.02	15592.98	17111.54	13534.4	14693.270000000002	15688.96	18412.24	19760.79	17672.25	18088.37	18884.43	17473.74
Cutin	34.0	0.0	31.0	31.0	0.0	0.0	47.0	0.0	35.0	34.0	0.0	37.0	0.0	0.0	37.0	21.0	12.0	0.0
Cyanoamino acid metabolism [PATH:ko00460]	121785.46	134738.80000000002	145406.06000000003	146938.66999999998	142660.46	144725.38	88560.49	110624.77000000002	137651.31000000003	107439.26000000001	111254.48	112715.34	147897.40000000002	158980.23	134280.2	145218.19999999998	154539.24	130734.09
Cysteine and methionine metabolism [PATH:ko00270]	496145.97	515608.1899999998	608827.5499999998	595339.3500000001	598094.2800000001	578454.2399999999	390980.08	482095.65999999974	553235.8400000001	434149.50999999995	466233.1300000003	490483.67	580574.3099999999	630309.4100000004	555041.47	585196.4100000003	603170.76	554008.61
Cytochrome P450 [BR:ko00199]	15500.75	24549.83	22307.739999999998	19875.989999999998	14187.21	17050.28	14060.37	18793.48	19959.15	14741.75	16883.67	17084.89	22814.33	20105.75	21828.0	24578.879999999997	22408.79	21152.6
Cytoskeleton proteins [BR:ko04812]	134597.24	131320.66	158567.37	157889.22	169868.44	160366.28999999998	106179.39000000001	124012.52	136700.18	112728.31999999999	125425.18	132770.41	148597.7	166506.98	144507.15000000002	150426.1	157229.15	144829.02000000002
Cytosolic DNA-sensing pathway [PATH:ko04623]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0
D-Alanine metabolism [PATH:ko00473]	43177.82000000001	48026.98000000001	52535.990000000005	51411.10000000001	50580.610000000015	50768.31	36739.13	43622.14	47169.61	37034.97	42015.99	44723.890000000014	52193.90000000001	56634.4	50984.08	51725.159999999996	53195.35	49857.33000000001
D-Arginine and D-ornithine metabolism [PATH:ko00472]	10592.34	10194.75	13455.93	11917.16	12990.6	11931.639999999998	7574.29	8471.65	10689.380000000001	8364.34	9386.150000000001	9171.19	10402.75	12124.09	10863.66	12116.349999999999	12070.32	11209.710000000001
D-Glutamine and D-glutamate metabolism [PATH:ko00471]	61810.850000000006	64347.55	74258.22	73592.68000000001	75585.68	73311.22	49236.26000000001	59202.92999999999	68151.35	53461.75	58319.57000000002	61672.869999999995	74375.02	81148.95000000001	69940.65	72315.24	76716.12	67938.59000000001
DNA repair and recombination proteins [BR:ko03400]	1237586.89	1337906.0500000005	1496611.6299999992	1473416.3700000008	1475909.2500000002	1457215.1300000015	986090.1100000003	1223977.2600000007	1378175.5600000008	1077747.01	1175228.3999999987	1228421.6000000003	1491062.8799999994	1608450.14	1421209.81	1476355.2900000003	1529638.070000001	1403568.5699999987
DNA replication [PATH:ko03030]	254924.79000000004	275403.8	310524.12	301197.64999999997	305576.22	298437.04000000004	204377.29	256030.72000000003	287245.63999999996	224467.78999999998	242665.83000000005	254756.02000000005	307638.09	333254.63	295031.48000000004	304349.04	314499.37999999995	291759.1100000001
DNA replication proteins [BR:ko03032]	415668.74000000005	438047.63	504682.4099999999	490417.4499999999	505313.95	488568.69	334906.28	413515.2299999999	462975.44	365414.5500000001	395526.1400000001	416902.5399999999	495442.82	542187.7999999999	476558.1400000001	490940.02	511943.23	471566.23000000004
Dilated cardiomyopathy [PATH:ko05414]	189.67000000000002	169.0	221.33	237.0	312.67	275.66999999999996	241.67000000000004	288.0	370.34	282.66999999999996	258.0	344.67	324.0	476.67	319.33	358.65	385.9899999999999	240.67
Dioxin degradation [PATH:ko00621]	25770.260000000002	30569.83	35437.86	31907.009999999995	31502.97	31083.7	16738.719999999998	23554.879999999997	25131.680000000004	20365.22	24486.470000000005	23648.3	28411.82	28730.56	27956.989999999998	30328.47999999999	32710.739999999998	28422.75
Domain-containing proteins not elsewhere classified [BR:ko04990]	124.0	87.0	55.0	43.0	75.0	175.0	104.0	150.0	69.0	60.0	90.0	175.0	120.0	58.0	62.0	155.0	248.0	115.0
Dopaminergic synapse [PATH:ko04728]	7358.5	9053.33	8996.02	9072.970000000001	7403.18	7494.969999999998	5096.87	6993.6	7619.71	6275.33	6714.15	7026.77	8484.08	7586.0	7562.92	9015.470000000001	9147.93	7893.13
Dorso-ventral axis formation [PATH:ko04320]	50.0	43.0	0.0	0.0	0.0	58.0	68.0	64.0	42.0	34.0	56.0	65.0	19.0	13.0	22.0	14.0	81.0	19.0
Drug metabolism - cytochrome P450 [PATH:ko00982]	127479.47000000002	113139.51000000001	144679.30000000002	147444.31	165006.52	155369.79999999996	85018.75999999998	98696.24	112768.03	95929.69	110516.55999999997	107462.72	125528.05	148242.71	121909.51	130688.82000000002	141227.54	123814.13000000003
Drug metabolism - other enzymes [PATH:ko00983]	225689.43	223794.23000000004	269291.49	267967.64	280497.81	271240.55	160858.81	200435.63	231599.24	183804.44000000003	201941.87999999995	203746.59999999998	249922.0	281818.61	236035.09	250858.56	264052.27	238291.27000000002
ECM-receptor interaction [PATH:ko04512]	202.0	250.0	751.0	369.0	67.66	129.0	301.0	368.0	307.0	152.0	239.0	189.0	317.0	155.0	293.0	366.0	222.0	607.0
EGFR tyrosine kinase inhibitor resistance [PATH:ko01521]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	4.0	0.0
Endocrine and other factor-regulated calcium reabsorption [PATH:ko04961]	15.0	15.0	0.0	0.0	7.0	11.0	20.0	0.0	20.0	0.0	16.0	17.0	16.0	0.0	18.0	17.0	0.0	0.0
Endocrine resistance [PATH:ko01522]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
Endocytosis [PATH:ko04144]	154.0	97.0	73.0	66.0	49.0	211.0	111.0	119.0	60.7	70.0	143.0	171.0	41.0	40.0	51.0	86.0	127.0	76.77
Endometrial cancer [PATH:ko05213]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
Energy metabolism	98082.75999999998	104466.45000000001	122140.79000000011	116063.59000000003	123285.1	117898.71000000008	77741.65000000002	96294.63000000009	107087.32999999996	84090.63000000002	96478.2899999999	98649.54000000004	112670.76000000002	123376.86999999992	112756.99	116324.71999999994	121271.00999999998	112067.03000000007
Enzymes with EC numbers	1427781.0599999996	1505376.0199999993	1722856.3000000026	1707264.3500000015	1705116.2999999986	1671666.4500000023	1058930.6100000006	1309880.3400000026	1554482.810000001	1214156.48	1304496.3399999964	1326232.4200000004	1661333.8699999985	1798517.8799999966	1559186.6300000004	1668400.069999998	1729200.2900000012	1552240.7299999993
Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]	22044.84	20167.65	27376.4	27244.690000000002	30522.52	26895.02	15413.200000000003	19557.51	24167.15	18884.44	19661.49	21154.93	23533.239999999998	27441.39	21674.59	23469.75	25661.52	22323.810000000005
Epstein-Barr virus infection [PATH:ko05169]	24425.37	19413.5	28174.12	27439.19	33200.07	29367.85	14695.67	17756.5	19730.620000000006	16793.73	19565.1	18872.67	22071.15	27324.51	22186.99	23139.74	24239.750000000004	22740.160000000003
ErbB signaling pathway [PATH:ko04012]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
Estrogen signaling pathway [PATH:ko04915]	13790.95	15263.41	15886.4	16613.85	16229.98	16123.02	11168.19	13980.38	16661.14	12740.54	13239.07	14002.41	18030.739999999998	18813.79	16515.25	16995.469999999998	17588.85	15851.320000000005
Ether lipid metabolism [PATH:ko00565]	16477.29	19197.57	18554.76	19664.510000000002	17900.29	22073.46	10404.27	13268.35	18699.460000000003	13663.15	13954.349999999999	14441.57	20186.83	21559.29	17449.59	19975.280000000002	21378.03	16477.33
Ethylbenzene degradation [PATH:ko00642]	21147.45	22312.660000000003	23790.64	23564.5	23645.36	24106.42	13902.490000000002	19967.45	24504.430000000004	18048.98	18604.8	18395.64	25388.160000000003	26733.49	22813.67	24961.86	25579.19	23100.820000000007
Exosome [BR:ko04147]	823544.0099999999	893494.91	998208.7799999998	976397.9000000004	967680.2600000004	957740.5500000003	640331.8000000003	802812.58	921203.1000000001	713647.2400000001	776295.2799999999	796622.8800000002	990160.97	1063192.7500000002	939667.59	994551.8700000002	1015172.4300000002	929009.8800000001
Fanconi anemia pathway [PATH:ko03460]	56.0	82.0	68.0	22.0	0.0	160.5	19.0	110.5	34.0	82.5	74.5	140.0	0.0	23.5	40.0	167.0	43.5	51.0
Fat digestion and absorption [PATH:ko04975]	75624.26	81974.56999999999	88459.73999999998	87546.91999999997	89942.88	85970.74	54107.33	69491.8	78298.92000000001	62101.82000000001	69084.2	66572.34	88220.98000000003	95225.23	83651.82	91094.12999999998	90682.89	83430.12999999999
Fatty acid biosynthesis [PATH:ko00061]	380903.39999999997	419724.23000000004	463550.73	452957.17	440701.99000000005	439647.22000000003	302939.91000000003	385192.37999999995	435474.32	339544.44	362243.58999999997	375784.1	463508.08999999997	492058.32999999996	439656.48000000004	463837.3500000001	473883.2	435273.78
Fatty acid degradation [PATH:ko00071]	392717.55	432231.72	470015.11000000004	459238.9099999999	459924.7199999999	453179.82999999996	285097.69000000006	366889.86999999994	410946.10999999987	325872.76999999996	362132.92000000004	351379.52999999997	457622.06999999995	488500.20000000007	436890.73	472553.77999999997	479729.61	436364.78999999986
Fatty acid elongation [PATH:ko00062]	750.9999999999999	774.3299999999997	597.0	655.67	615.0	1127.33	595.6700000000002	599.0	629.67	711.67	600.0	612.6700000000002	683.6700000000002	738.0	812.6700000000003	706.67	641.0	755.0000000000001
Fc epsilon RI signaling pathway [PATH:ko04664]	34.0	0.0	0.0	31.0	0.0	0.0	47.0	0.0	58.0	0.0	24.0	55.0	0.0	0.0	0.0	0.0	4.0	0.0
Fc gamma R-mediated phagocytosis [PATH:ko04666]	153.0	59.0	111.0	98.0	99.0	209.0	56.0	109.0	30.7	41.0	57.0	179.0	101.0	45.0	40.0	183.0	195.0	110.77
Ferroptosis [PATH:ko04216]	64066.04	75295.89	76998.6	75220.54	68831.14	72564.76000000004	49688.75000000001	65319.84	77176.87	56218.86	61165.70999999999	60903.01000000002	81702.89	84309.51	75263.98999999999	83409.76000000001	83614.62999999999	75424.26
Flagellar assembly [PATH:ko02040]	471383.7100000002	379247.38	516270.40000000014	564438.9499999997	629672.7000000002	589416.4200000003	301991.7	336228.68000000005	414352.08	344033.42	370956.47	403090.39999999997	449884.39999999985	552025.31	433605.0600000002	434423.30999999994	484925.6600000001	448711.79
Flavone and flavonol biosynthesis [PATH:ko00944]	1658.5	1197.0	2209.43	2319.0	2009.5	1878.47	604.9	743.8	1466.67	1112.72	797.2	866.0	1278.33	1424.2	838.0	1032.9	1361.17	1091.67
Flavonoid biosynthesis [PATH:ko00941]	908.17	1614.83	1311.0	1054.0	909.67	905.17	1000.5	1232.33	1248.84	903.67	1174.5	1146.9999999999998	1442.0	1388.17	1484.83	1503.98	1213.49	1339.6699999999996
Fluid shear stress and atherosclerosis [PATH:ko05418]	146473.95	137791.72999999998	170388.40000000002	170453.05	186985.04	178109.16000000003	104482.12	124409.18	144547.6	117220.39000000001	131434.64999999997	131691.13	159335.75999999998	182109.76	151210.0	159735.43000000002	170038.81	151100.28000000003
Fluorobenzoate degradation [PATH:ko00364]	36667.91	38244.22	46332.78	45592.65	43943.75	41886.6	25777.229999999996	31025.67	37327.479999999996	29875.960000000003	34497.46000000001	33455.91	40665.57000000001	44417.99999999999	38749.84	43715.92	45472.52	39223.020000000004
Focal adhesion [PATH:ko04510]	0.0	10.0	0.0	10.0	10.0	0.0	22.0	45.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	4.0	10.0
Folate biosynthesis [PATH:ko00790]	322370.7700000001	336031.59999999986	383110.0900000001	382813.44000000006	388667.94	385179.77999999997	258013.54999999996	306562.0399999999	347812.64	278907.15	304757.74000000005	322390.42000000004	374517.05999999994	407624.97000000003	364583.75	375187.95000000007	389446.70999999996	357424.9000000001
FoxO signaling pathway [PATH:ko04068]	46629.11	47203.98	54142.270000000004	54804.880000000005	55854.63000000001	54961.55	34745.469999999994	42868.31	49588.13	39958.53	41838.99	44421.270000000004	54936.3	60353.53999999999	50447.66	53251.05	55950.72	49920.76000000001
Fructose and mannose metabolism [PATH:ko00051]	215294.28	250542.82	270681.56	268185.7099999999	251436.18999999997	251967.61999999997	174884.4799999999	223741.45999999996	257609.58999999997	199258.71000000002	212925.86000000007	222095.86000000004	264554.82999999996	281159.8700000003	251772.30999999997	271881.05	279468.44999999995	244629.39000000007
Function unknown	1199253.4899999993	1254594.5599999998	1458678.9100000006	1440908.1300000024	1459740.6699999985	1427620.9300000009	893026.7000000005	1117662.9900000028	1326601.870000001	1035728.7500000003	1105502.619999999	1139167.2000000014	1389860.0300000005	1518423.999999998	1296655.96	1405084.7799999984	1464817.7200000011	1297312.2900000003
Furfural degradation [PATH:ko00365]	160.0	109.0	81.0	842.9700000000001	0.0	158.0	112.0	110.0	121.20000000000002	34.0	96.0	134.0	65.0	29.0	80.0	80.0	130.0	74.6
G protein-coupled receptors [BR:ko04030]	114.0	185.0	139.67	98.0	49.0	42.0	79.0	130.0	62.0	37.0	70.0	102.0	143.0	35.0	127.0	92.0	70.0	138.0
GABAergic synapse [PATH:ko04727]	46914.79	55305.149999999994	58894.44	57322.36	52634.29	54944.82	37554.53	47908.740000000005	52937.77000000001	41987.009999999995	46312.96000000001	49419.05	56864.55	59960.270000000004	54495.66	60116.82000000001	62444.87	52654.71000000001
Galactose metabolism [PATH:ko00052]	220017.77000000005	259723.68	266769.70999999985	272758.29999999993	244192.94999999995	255838.22999999992	168363.22999999995	211135.5699999998	260525.11000000007	197468.4	205056.19000000018	214254.81000000006	269134.3999999999	281575.17000000016	246180.99	275971.21000000014	275477.46000000014	239689.06000000003
Gap junction [PATH:ko04540]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
Gastric acid secretion [PATH:ko04971]	15.0	21.0	0.0	14.0	7.0	35.0	30.0	0.0	20.0	0.0	16.0	22.0	36.0	0.0	26.0	17.0	26.0	0.0
Gastric cancer [PATH:ko05226]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
General function prediction only	449532.44000000006	486202.3700000001	555564.1599999998	544480.0599999997	553065.75	530032.1499999998	335084.7300000001	433706.4099999996	504860.40000000014	394697.76000000024	415649.09000000043	425709.8799999998	533351.2999999999	577131.2399999996	499400.27000000014	530640.3300000002	551788.6399999999	502406.1899999998
Geraniol degradation [PATH:ko00281]	95460.95	102703.88000000002	111053.32999999999	109380.71	113324.34999999999	109982.44000000002	67356.07	89769.95000000001	98995.32	79937.71999999999	87749.9	82867.56999999999	110611.67	117328.48000000001	105819.09999999999	113968.09000000001	118151.71	106436.97000000002
Glioma [PATH:ko05214]	0.0	6.0	0.0	14.0	0.0	24.0	10.0	0.0	0.0	0.0	0.0	5.0	20.0	0.0	8.0	0.0	30.0	0.0
Global maps only	15116.53	17516.66	18156.570000000007	16941.129999999997	16488.96	17006.71	10975.23	14965.63	17115.28	13490.15	14475.97	14080.99	17468.66	18126.370000000003	16913.92	20042.17	19219.370000000003	16321.93
Glucagon signaling pathway [PATH:ko04922]	107671.91	125190.61000000002	131564.85	129139.13999999998	119756.42	122725.29	92347.45999999999	112749.97000000002	126613.67	95708.09999999999	106084.93	110314.23000000001	138993.59000000003	145828.78	130069.67	137794.65999999997	139356.69	126625.23000000003
Glucosinolate biosynthesis [PATH:ko00966]	39297.93000000001	42208.07000000001	48565.67	46724.8	46252.09	45879.49	32700.06	41333.18	45739.96	35236.4	38423.97000000001	39972.48000000001	47802.73	51549.0	46969.67	47910.95	48229.29000000001	46043.600000000006
Glutamatergic synapse [PATH:ko04724]	45346.29	53010.399999999994	56740.740000000005	55150.86	51590.96	53264.22	36341.98	46317.39	50471.470000000016	40329.509999999995	44769.310000000005	47671.3	54753.3	58100.12	52382.66	57610.770000000004	59939.03	50723.81000000001
Glutathione metabolism [PATH:ko00480]	320160.26	307467.11	368094.31000000006	372008.9	394470.13999999996	381369.86000000004	228409.16999999995	270432.23000000004	312441.96	253545.90999999995	285196.44999999995	286770.76	344192.9800000001	390167.6	330993.92000000004	350840.04	367487.5	330752.42
Glycan metabolism	15180.44	17445.309999999998	19716.48	18690.590000000004	21108.94	17957.45	13324.72	17588.72	15052.51	15425.96	16677.81	17648.6	17763.98	19791.91	17976.09	17774.71	21116.34	18017.75
Glycerolipid metabolism [PATH:ko00561]	165260.92000000004	193465.90999999997	205413.82	205489.46	196737.95999999996	194383.96999999997	132723.53000000003	166836.71999999997	190195.31	148924.88999999998	161974.55000000008	166166.4999999999	204244.56	216835.53000000003	191362.09	208037.62999999995	217432.46	185676.74
Glycerophospholipid metabolism [PATH:ko00564]	275585.38	284246.56000000006	324672.5999999999	325722.16	328037.57	324844.2099999999	206604.78	251275.08999999997	296791.55	233655.9699999999	250844.3800000001	261370.09000000005	313470.81	344540.9000000001	301068.84	318675.30000000005	324177.0200000001	298392.7900000001
Glycine	560453.5199999997	610290.4700000002	694725.65	679946.1399999998	670360.8500000002	654917.8999999999	431874.2100000002	550808.8099999999	628398.46	492520.49	533887.6500000003	547732.7999999999	667984.7599999999	718963.3200000003	631955.63	679314.0799999996	703886.1900000003	632808.4700000001
Glycolysis / Gluconeogenesis [PATH:ko00010]	558664.55	632749.0199999998	688421.6799999999	676437.46	636714.2300000002	645309.97	454216.16000000003	567966.8200000002	641899.1800000002	491683.4900000003	539968.04	558570.3400000005	692209.8099999999	730026.6399999993	651685.0000000001	694580.4400000001	706332.7400000001	644273.3099999999
Glycosaminoglycan binding proteins [BR:ko00536]	1229.75	2327.5	2161.0	2137.17	1402.49	1648.0	1216.94	1797.0	1262.2	1743.6599999999999	1414.2	1925.0	1894.5	1427.0	1796.0	1885.3	2407.67	1676.6
Glycosaminoglycan biosynthesis - keratan sulfate [PATH:ko00533]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glycosaminoglycan degradation [PATH:ko00531]	31160.190000000002	39962.41	38625.68	39021.85	35278.45	36440.58	23230.15	30935.18	38559.61	28714.170000000002	29891.52	29861.250000000004	39982.990000000005	41382.990000000005	36241.08	40439.5	41117.59	35421.02
Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604]	9165.1	14142.5	12543.4	11943.0	10005.7	10542.17	6697.5	10202.5	14313.97	9925.11	9586.5	9018.0	14177.33	14040.0	11751.0	14230.85	14021.16	11087.57
Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603]	21331.050000000003	32915.0	29340.97	29071.5	24376.1	25171.82	15054.56	21468.05	30099.32	21936.93	21332.7	19724.0	29594.83	29425.45	25292.0	30996.200000000004	33160.69	23707.37
Glycosphingolipid biosynthesis - lacto and neolacto series [PATH:ko00601]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]	15320.369999999999	15406.24	18194.16	19681.03	17412.879999999997	18587.260000000002	10182.34	11445.48	16909.409999999996	13967.15	12864.970000000001	14391.650000000001	15654.41	17142.86	14528.59	16955.8	17131.68	13673.69
Glycosyltransferases [BR:ko01003]	178452.5	202071.99	225450.79000000007	214655.12999999998	217830.5399999999	207581.47999999998	140604.52999999997	180104.84000000003	199979.45000000004	158229.66999999993	173990.22999999998	177713.08000000002	215935.36999999997	228608.1700000001	206412.33999999997	218207.81000000003	228404.3000000001	204268.05999999994
Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	690217.54	720879.0	824636.38	816474.1400000002	839235.2200000001	807011.0300000001	504969.2400000001	628282.2900000003	715006.5599999999	565511.9099999998	629240.4799999995	639002.7100000002	787422.1299999999	864661.3099999998	748906.79	798291.1799999999	831472.04	745401.03
GnRH signaling pathway [PATH:ko04912]	79.0	21.0	56.0	69.0	24.0	116.0	30.0	23.0	3.7	15.0	23.0	74.0	20.0	0.0	8.0	42.0	58.0	14.77
Growth hormone synthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
HIF-1 signaling pathway [PATH:ko04066]	99633.12000000001	118420.28000000001	129408.90999999999	120484.13	109504.23	113453.84	87937.84	112745.97	126379.65999999997	93042.95	100854.26	106642.35999999999	129991.18000000002	134923.04	123119.76	131463.97	130933.68999999997	122254.98000000003
Hematopoietic cell lineage [PATH:ko04640]	4.0	10.0	0.0	10.0	10.0	3.0	22.0	45.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	4.5	10.0
Hepatitis B [PATH:ko05161]	24425.37	19413.5	28174.12	27439.19	33200.07	29352.85	14695.67	17756.5	19730.620000000006	16793.73	19565.1	18876.67	22071.15	27324.51	22186.99	23142.74	24243.750000000004	22736.160000000003
Hepatitis C [PATH:ko05160]	24425.37	19413.5	28174.12	27439.19	33200.07	29352.85	14695.67	17756.5	19730.620000000006	16793.73	19565.1	18876.67	22071.15	27324.51	22186.99	23142.74	24243.750000000004	22736.160000000003
Hepatocellular carcinoma [PATH:ko05225]	87796.77	70336.77	97437.68000000001	100228.48	118028.68	108847.43000000001	56118.95999999999	61913.02	73082.84	63710.96	73521.75999999997	71956.92	82169.39	101479.72	79447.58	84984.07	93932.66	80819.97000000002
Herpes simplex virus 1 infection [PATH:ko05168]	24503.37	19536.5	28211.12	27566.69	33303.57	29410.35	14791.67	17892.0	19847.620000000006	16868.73	19626.6	18943.17	22232.65	27395.01	22313.99	23236.74	24305.750000000004	22823.660000000003
Hippo signaling pathway - fly [PATH:ko04391]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	48.0	0.0	0.0	21.0	0.0
Hippo signaling pathway [PATH:ko04390]	17.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	12.0	0.0	12.0	0.0	21.0
Histidine metabolism [PATH:ko00340]	286564.61000000004	308000.31000000006	349417.1599999999	342003.42999999993	345541.32999999996	335893.2299999999	215661.92000000004	278171.25000000006	318004.00000000006	247759.88	268058.74000000005	275976.31999999995	339675.99999999994	368411.59	320161.72000000003	342896.35	353911.67000000004	319935.9700000001
Homologous recombination [PATH:ko03440]	321257.46	345209.5899999999	392135.79	379656.32	383192.92	377868.45999999985	260149.05	324492.04999999993	361122.29	282148.5400000001	306635.3800000002	323664.50999999995	388464.69999999995	419379.88000000006	373924.48000000004	383256.15000000014	394975.57999999996	369917.24000000005
Human T-cell leukemia virus 1 infection [PATH:ko05166]	17.0	20.0	0.0	23.0	10.0	36.5	11.0	18.5	27.0	16.5	46.5	23.0	19.0	21.5	6.0	23.0	27.5	17.0
Human cytomegalovirus infection [PATH:ko05163]	24475.37	19472.5	28188.12	27463.19	33221.07	29460.85	14795.67	17881.5	19822.620000000006	16839.73	19621.1	18972.67	22110.15	27368.51	22216.99	23162.74	24352.750000000004	22765.160000000003
Human immunodeficiency virus 1 infection [PATH:ko05170]	24425.37	19419.5	28174.12	27455.19	33200.07	29379.35	14710.67	17763.0	19730.620000000006	16798.23	19567.6	18877.67	22091.15	27330.01	22194.99	23139.74	24271.250000000004	22739.160000000003
Human papillomavirus infection [PATH:ko05165]	16843.950000000004	17761.24	20143.93	20234.1	19754.08	20010.84	14774.37	17736.16	20433.01	15274.59	16703.39	18146.500000000004	21206.4	23194.74	20072.25	20774.7	21692.610000000004	19260.28
Huntington disease [PATH:ko05016]	99153.89	87673.73000000001	115030.15	115506.04999999999	130927.08000000002	118228.62	69066.06	83566.51	93080.09000000001	77507.59999999999	86202.09	87304.59999999999	102700.88	120753.42	100664.15000000001	103474.88	110295.87999999999	102018.59000000003
Hypertrophic cardiomyopathy [PATH:ko05410]	1925.92	1614.83	2027.1599999999999	2008.42	2048.67	2613.92	1400.8400000000001	1431.5	1740.76	1565.42	1622.25	1717.8400000000001	1603.0	1829.17	1770.1699999999998	2017.65	1828.6599999999999	1775.0899999999995
IL-17 signaling pathway [PATH:ko04657]	13840.95	15300.41	15900.4	16599.85	16240.98	16183.02	11226.19	14060.38	16716.14	12786.54	13295.07	14092.41	18029.739999999998	18857.79	16529.25	17009.469999999998	17641.85	15870.320000000005
Indole alkaloid biosynthesis [PATH:ko00901]	1866.0	1976.33	2251.67	1969.17	1821.83	1212.33	1112.17	1354.5	1159.67	1049.67	1349.5	1294.17	2155.67	2032.0	1536.67	1884.17	2270.0	2070.0
