Bacteria;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Incertae_Sedis;Unassigned	21	0	14	11	13	8	8	0	6	0	0	8	11	0	0	0	12	8
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Neorhizobium;Unassigned	71	0	35	0	0	0	0	4	0	0	0	17	0	0	0	11	0	0
Bacteria;Actinomycetota;Actinobacteria;Frankiales;Unassigned;Unassigned;Unassigned	0	21	8	0	0	0	7	12	3	0	7	4	11	6	6	9	9	12
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiales_Incertae_Sedis;Nordella;Unassigned	19	17	0	30	11	15	20	9	20	0	7	6	11	0	11	30	20	13
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;211ds20;Incertae_Sedis;Unassigned	11	8	5	0	0	0	14	11	10	0	0	14	0	6	14	10	0	14
Bacteria;Myxococcota;Polyangiia;Polyangiales;Polyangiaceae;Sorangium;Unassigned	31	0	0	20	0	0	47	0	0	33	0	30	0	0	28	0	10	0
Bacteria;Actinomycetota;Acidimicrobiia;Microtrichales;Unassigned;Unassigned;Unassigned	14	35	32	15	13	0	8	57	5	28	13	29	19	35	67	33	34	15
Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;Unassigned	0	0	25	20	0	22	0	0	0	0	18	24	11	18	13	7	0	0
Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Unassigned;Unassigned;Unassigned	0	0	0	0	4	0	10	79	0	0	121	0	0	0	0	27	6	7
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Unassigned;Unassigned;Unassigned	6	0	5	4	0	3	9	5	12	0	6	0	9	12	4	14	11	7
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4_lineage;Unassigned	0	30	18	0	4	0	36	82	55	6	25	47	13	9	32	15	5	13
Bacteria;Actinomycetota;Acidimicrobiia;Unassigned;Unassigned;Unassigned;Unassigned	8	0	5	0	0	5	10	0	3	11	19	15	3	5	9	4	7	19
Bacteria;Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Unassigned	0	94	0	0	3	0	16	0	0	0	0	0	0	0	4	0	0	20
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methyloligellaceae;Unassigned;Unassigned	21	0	0	0	7	0	0	0	9	19	0	20	0	0	18	0	14	0
Bacteria;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter;Unassigned	7	17	0	0	2	0	15	0	16	0	0	16	5	3	5	9	10	8
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Unassigned;Unassigned	16	31	13	6	10	33	10	11	8	19	0	0	0	0	8	18	0	7
Bacteria;Chloroflexota;Ktedonobacteria;C0119;Incertae_Sedis;Incertae_Sedis;Unassigned	0	0	4	0	6	4	6	7	0	6	23	2	6	14	8	0	33	0
Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium;Unassigned	23	0	0	8	7	9	8	0	9	15	0	26	7	0	10	11	8	5
Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Pseudobdellovibrionaceae;Incertae_Sedis;Unassigned	14	8	15	32	30	4	0	8	21	22	12	7	2	23	11	17	7	17
Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter;Unassigned	6	13	0	7	0	0	0	18	10	9	12	0	7	0	11	8	5	0
Bacteria;Actinomycetota;Actinobacteria;Micromonosporales;Micromonosporaceae;Dactylosporangium;Unassigned	0	8	0	0	0	0	0	0	0	0	0	0	0	5	13	11	0	44
Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;Unassigned	10	14	0	0	4	8	20	0	15	0	15	12	15	0	13	38	2	3
Bacteria;Pseudomonadota;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;Unassigned	0	0	4	18	12	4	0	0	7	0	0	0	0	18	0	5	3	0
Bacteria;Actinomycetota;Actinobacteria;Frankiales;Geodermatophilaceae;Blastococcus;Unassigned	0	24	0	15	0	0	0	20	11	0	0	41	11	0	0	0	0	0
Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinosynnema;Unassigned	0	39	0	0	0	14	0	0	0	0	17	0	37	19	0	0	0	0
Bacteria;Acidobacteriota;Vicinamibacteria;Subgroup_17;Incertae_Sedis;Incertae_Sedis;Unassigned	0	0	0	0	0	5	22	10	11	0	21	8	10	7	0	20	0	6
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola;Unassigned	0	0	20	0	0	17	0	0	0	13	13	0	0	0	14	16	16	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Incertae_Sedis;Incertae_Sedis;Incertae_Sedis;Unassigned	19	0	16	0	0	3	14	8	17	0	9	19	5	6	14	0	0	5
Bacteria;Actinomycetota;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Unassigned;Unassigned	0	0	3	10	45	3	0	0	0	0	1	0	13	5	6	2	0	0
Bacteria;Pseudomonadota;Alphaproteobacteria;Ferrovibrionales;Ferrovibrionaceae;Ferrovibrio;Unassigned	0	10	0	10	11	3	0	0	0	0	0	0	9	7	0	26	0	0
Bacteria;Actinomycetota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Unassigned;Unassigned	0	10	7	0	0	0	11	11	0	0	0	16	10	0	7	6	7	6
Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup_10;Unassigned	22	6	16	15	13	26	33	0	50	11	31	13	9	15	78	29	9	10
Bacteria;Planctomycetota;Unassigned;Unassigned;Unassigned;Unassigned;Unassigned	0	3	7	1	3	6	20	16	7	13	10	20	4	0	16	6	5	9
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Microvirga;Unassigned	8	13	0	7	8	11	17	8	15	12	13	21	0	5	0	0	0	10
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;Unassigned	0	0	17	0	0	0	4	2	5	0	8	0	0	3	7	12	0	8
Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;Unassigned	0	0	0	0	5	3	16	15	7	0	16	28	7	0	9	6	7	0
Bacteria;Cyanobacteriota;Cyanobacteriia;Cyanobacteriales;Coleofasciculaceae;Microcoleus_Es-Yyy1400;Unassigned	0	11	0	0	0	0	52	70	17	0	48	43	0	0	0	33	14	35
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Xanthobacteraceae;Pseudolabrys;Unassigned	10	8	4	3	4	12	14	8	10	7	9	23	3	5	5	0	0	5
