Feature	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	sig
PWY-5845	3462.1969280483	0.983310091136547	0.158029834735839	40.5472604368112	1.56774082571033e-09	2.55411109521975e-08	Not Significant
PWY-5850	2925.97685471865	0.889181452888907	0.13050656612886	54.6339219729318	1.36897204962633e-12	4.1174467031069e-11	Not Significant
PWY-5855	15909.3639121997	-0.185727455099165	0.0475495021909102	15.9395418239399	0.000345758185883558	0.00168989313350589	Not Significant
PWY-5856	15909.3639121997	-0.185727455099165	0.0475495021909102	15.9395418239399	0.000345758185883558	0.00168989313350589	Not Significant
PWY-5857	15909.3639121997	-0.185727455099165	0.0475495021909102	15.9395418239399	0.000345758185883558	0.00168989313350589	Not Significant
PWY-5860	2062.94257060469	0.93628013517168	0.138631398643254	53.9849858860758	1.89369164047663e-12	5.28881022447401e-11	Not Significant
PWY-5861	4094.28748185205	0.751054827408892	0.0774747458387742	112.6038529401	3.53495600879907e-25	4.60722599813479e-23	Not Significant
PWY-5862	2466.49971839144	1.03797197083086	0.168747985965709	39.4080560887624	2.7710818196503e-09	4.16728073647411e-08	Up
PWY-5863	3153.76117282175	0.938980283434766	0.10712746912298	89.5193219566987	3.64020821352872e-20	2.03331630212818e-18	Not Significant
PWY-5896	2925.97685471865	0.889181452888907	0.13050656612886	54.6339219729318	1.36897204962633e-12	4.1174467031069e-11	Not Significant
PWY-5897	5226.15786732625	0.724973753290213	0.0754395164987177	110.824699261378	8.60443436460148e-25	5.60722306093197e-23	Not Significant
PWY-5898	5226.15786732625	0.724973753290213	0.0754395164987177	110.824699261378	8.60443436460148e-25	5.60722306093197e-23	Not Significant
